id,name,genres,year,countries,directors,actors,duration_minutes,plot,rating_10,rating_9,rating_8,rating_7,rating_6,rating_5,rating_4,rating_3,rating_2,rating_1,processed_rating,poster_path
125,The Lion King,"丛林冒险片,冒险史诗,动物冒险片,史诗,手绘动画,青春成长,冒险,动画,家庭,戏剧",1994.0,United States,"Roger Allers,Rob Minkoff","Top cast34,Edit,Matthew Broderick,Simba,Jeremy Irons",88.0,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",29.0,25.8,25.9,12.1,3.9,1.5,0.6,0.3,0.2,0.6,8.5,data/imdb_posters/125.jpg
126,Det sjunde inseglet,"心理剧情片,幻想,戏剧",1957.0,Sweden,Ingmar Bergman,"Top cast46,Edit,Max von Sydow,Antonius Block,Gunnar Björnstrand",96.0,"A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",23.5,21.3,25.8,15.0,6.2,3.2,1.4,0.9,0.7,1.9,8.1,data/imdb_posters/126.jpg
127,All About Eve,"娱乐圈剧情片,戏剧",1950.0,United States,Joseph L. Mankiewicz,"Top cast47,Edit,Bette Davis,Margo,Anne Baxter",138.0,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,22.9,21.7,27.5,14.8,5.5,2.9,1.4,0.8,0.6,1.9,8.2,data/imdb_posters/127.jpg
128,There Will Be Blood,"史诗,心理剧情片,悲剧,时代剧,戏剧",2007.0,United States,Paul Thomas Anderson,"Top cast60,Edit,Daniel Day-Lewis,Daniel Plainview,Paul Dano",158.0,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",22.2,23.8,27.0,14.9,5.9,2.5,1.2,0.7,0.6,1.2,8.2,data/imdb_posters/128.jpg
129,Seppuku,"时代剧,戏剧,推理片",1962.0,Japan,Masaki Kobayashi,"Top cast35,Edit,Tatsuya Nakadai,Hanshiro Tsugumo,Akira Ishihama",133.0,"When a ronin requesting seppuku at a feudal lord's palace is told of the brutal suicide of another ronin who previously visited, he reveals how their pasts are intertwined - and in doing so challenges the clan's integrity.",28.5,29.3,22.9,9.5,3.2,1.7,0.8,0.6,0.5,3.1,8.6,data/imdb_posters/129.jpg
130,Trainspotting,"心理剧情片,毒品犯罪,黑色喜剧,戏剧,犯罪",1996.0,"United Kingdom,United States",Danny Boyle,"Top cast36,Edit,Ewan McGregor,Renton,Ewen Bremner",93.0,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out despite the allure of drugs and the influence of friends.",17.1,24.6,32.2,16.0,5.3,2.0,0.9,0.5,0.4,0.9,8.1,data/imdb_posters/130.jpg
131,The Pianist,"史诗,悲剧,战争史诗,文献纪录片,时代剧,传记,戏剧,战争,音乐",2002.0,"France,Poland,Germany,United Kingdom,United States",Roman Polanski,"Top cast98,Edit,Adrien Brody,Wladyslaw Szpilman,Thomas Kretschmann",150.0,"During WWII, acclaimed Polish musician Wladyslaw faces various struggles as he loses contact with his family. As the situation worsens, he hides in the ruins of Warsaw in order to survive.",23.7,32.3,27.5,10.3,2.9,1.2,0.6,0.4,0.3,0.9,8.5,data/imdb_posters/131.jpg
132,Fight Club,"心理剧情片,心理惊悚片,职场剧情片,黑色喜剧,惊悚片,戏剧,犯罪",1999.0,"United States,Germany",David Fincher,"Top cast89,Edit,Brad Pitt,Tyler Durden,Edward Norton",139.0,An insomniac office worker and a devil-may-care soap maker form an underground fight club that evolves into much more.,33.7,30.8,20.6,8.4,2.9,1.3,0.6,0.4,0.3,0.9,8.8,data/imdb_posters/132.jpg
133,Relatos salvajes,"黑色喜剧,喜剧,惊悚片,戏剧",2014.0,"Argentina,Spain,France,United Kingdom",Damián Szifron,"Top cast70,Edit,Darío Grandinetti,Salgado (segment ""Pasternak""),María Marull",122.0,Six short stories that explore the extremities of human behavior involving people in distress.,15.7,24.6,34.7,16.6,4.7,1.6,0.7,0.4,0.3,0.8,8.1,data/imdb_posters/133.jpg
134,Das Boot,"史诗,战争史诗,戏剧,战争",1981.0,West Germany,Wolfgang Petersen,"Top cast43,Edit,Jürgen Prochnow,Capt.-Lt. Henrich Lehmann-Willenbrock - Der Alte,Herbert Grönemeyer",149.0,A German U-boat stalks the frigid waters of the North Atlantic as its young crew experience the sheer terror and claustrophobic life of a submariner in World War II.,23.7,27.1,27.1,12.6,4.2,1.9,0.9,0.5,0.4,1.4,8.4,data/imdb_posters/134.jpg
135,Kill Bill: Vol. 1,"功夫,单打独斗动作片,武术,惊悚片,犯罪,行动",2003.0,United States,Quentin Tarantino,"Top cast41,Edit,Uma Thurman,The Bride,David Carradine",111.0,"After waking from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",18.3,24.0,30.5,15.3,5.5,2.4,1.2,0.8,0.6,1.5,8.2,data/imdb_posters/135.jpg
136,Hotaru no haka,"动漫,悲剧,成人动画,手绘动画,时代剧,动画,戏剧,战争",1988.0,Japan,Isao Takahata,"Top cast70,Edit,Tsutomu Tatsumi,Seita,Ayano Shiraishi",88.0,A young boy and his little sister struggle to survive in Japan during World War II.,31.3,26.8,22.9,10.5,3.7,1.6,0.9,0.5,0.4,1.5,8.5,data/imdb_posters/136.jpg
137,Stand by Me,"探索,青春成长,黑色喜剧,冒险,喜剧,戏剧",1986.0,United States,Rob Reiner,"Top cast35,Edit,Wil Wheaton,Gordie Lachance,River Phoenix",89.0,A writer recounts a childhood journey with his friends to find the body of a missing boy.,18.1,21.3,33.2,18.1,5.5,1.8,0.7,0.3,0.2,0.6,8.1,data/imdb_posters/137.jpg
138,V for Vendetta,"动作史诗,反乌托邦科幻,史诗,政治剧情片,政治惊悚片,超级英雄,惊悚片,戏剧,科幻,行动",2005.0,"United States,United Kingdom,Germany",James McTeigue,"Top cast99+,Edit,Hugo Weaving,V,Natalie Portman",132.0,"In a future British dystopian society, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow the tyrannical government - with the help of a young woman.",21.6,24.2,27.7,15.6,5.8,2.2,1.0,0.6,0.4,0.9,8.1,data/imdb_posters/138.jpg
139,Hacksaw Ridge,"史诗,战争史诗,文献纪录片,时代剧,传记,历史,戏剧,战争",2016.0,United States,Mel Gibson,"Top cast99+,Edit,Andrew Garfield,Desmond Doss,Sam Worthington",139.0,"World War II American Army Medic Desmond T. Doss, serving during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.",18.9,25.1,31.7,15.8,4.8,1.7,0.7,0.4,0.3,0.6,8.1,data/imdb_posters/139.jpg
140,Ratatouille,"动物冒险片,拍档喜剧,电脑动画,讽刺,冒险,动画,喜剧,家庭,幻想",2007.0,United States,"Brad Bird,Jan Pinkava","Top cast26,Edit,Brad Garrett,Gusteau,Lou Romano",111.0,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,18.3,21.3,32.8,18.0,5.8,1.8,0.7,0.3,0.2,0.7,8.1,data/imdb_posters/140.jpg
141,The Sting,"Caper,喜剧,戏剧,犯罪",1973.0,United States,George Roy Hill,"Top cast64,Edit,Paul Newman,Henry Gondorff,Robert Redford",129.0,Two grifters team up to pull off the ultimate con.,18.6,26.0,31.8,15.0,4.4,1.7,0.8,0.4,0.4,0.9,8.2,data/imdb_posters/141.jpg
142,Million Dollar Baby,"心理剧情片,悲剧,拳击,戏剧,运动",2004.0,United States,Clint Eastwood,"Top cast92,Edit,Hilary Swank,Maggie Fitzgerald,Clint Eastwood",132.0,"Frankie, an ill-tempered old coach, reluctantly agrees to train aspiring boxer Maggie. Impressed with her determination and talent, he helps her become the best and the two soon form a close bond.",15.3,23.7,33.6,17.0,5.5,2.0,0.9,0.5,0.4,1.0,8.1,data/imdb_posters/142.jpg
143,Sherlock Jr.,"愉悦爱情,爱情喜剧,笨拙侦探,闹剧,喜剧,爱情片,行动",1924.0,United States,Buster Keaton,"Top cast14,Edit,Buster Keaton,Projectionist,Kathryn McGuire",,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.",19.8,20.2,30.3,15.2,5.7,2.9,1.2,0.9,1.1,2.7,8.1,data/imdb_posters/143.jpg
144,Spider-Man: Across the Spider-Verse,"电脑动画,超级英雄,超自然奇幻,都市冒险片,青春冒险片,冒险,动画,家庭,幻想,科幻",2023.0,United States,"Joaquim Dos Santos,Kemp Powers,Justin K. Thompson","Top cast99+,Edit,Shameik Moore,Miles Morales,Hailee Steinfeld",140.0,"Traveling across the multiverse, Miles Morales meets a new team of Spider-People, made up of heroes from different dimensions. But when the heroes clash over how to deal with a new threat, Miles finds himself at a crossroads.",34.4,27.4,20.4,9.0,3.3,1.3,0.6,0.5,0.4,2.7,8.5,data/imdb_posters/144.jpg
145,Sunset Blvd.,"娱乐圈剧情片,心理剧情片,悲剧,黑色喜剧,黑色电影,戏剧",1950.0,United States,Billy Wilder,"Top cast77,Edit,William Holden,Joe Gillis,Gloria Swanson",110.0,A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.,24.8,24.2,26.6,13.4,4.9,2.3,1.1,0.6,0.5,1.6,8.4,data/imdb_posters/145.jpg
146,Babam ve Oglum,"政治剧情片,青春成长,家庭,戏剧",2005.0,Turkey,Çagan Irmak,"Top cast35,Edit,Çetin Tekindor,Hüseyin,Fikret Kuskan",112.0,The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.,35.6,20.8,20.2,10.8,4.4,2.4,1.4,0.7,0.8,2.9,8.2,data/imdb_posters/146.jpg
147,The Green Mile,"悲剧,时代剧,监狱剧情片,超自然奇幻,幻想,戏剧,推理片,犯罪",1999.0,United States,Frank Darabont,"Top cast58,Edit,Tom Hanks,Paul Edgecomb,Michael Clarke Duncan",189.0,A death row guard learns that a gentle giant in his charge possesses a mysterious gift.,27.1,31.1,25.6,10.4,3.2,1.2,0.5,0.3,0.2,0.5,8.6,data/imdb_posters/147.jpg
148,"Three Billboards Outside Ebbing, Missouri","讽刺,黑色喜剧,喜剧,戏剧,犯罪",2017.0,"United Kingdom,United States",Martin McDonagh,"Top cast44,Edit,Frances McDormand,Mildred,Woody Harrelson",115.0,A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,13.3,26.6,34.7,16.6,4.9,1.7,0.8,0.5,0.3,0.7,8.1,data/imdb_posters/148.jpg
149,La haine,"心理剧情片,黑帮,戏剧,犯罪",1995.0,France,Mathieu Kassovitz,"Top cast53,Edit,Vincent Cassel,Vinz,Hubert Koundé",98.0,24 hours in the lives of three young men in the French suburbs the day after a violent riot.,18.6,24.2,31.3,15.5,5.0,2.0,0.9,0.5,0.4,1.6,8.1,data/imdb_posters/149.jpg
150,2001: A Space Odyssey,"人工智能,冒险史诗,史诗,太空科幻,心理剧情片,科幻史诗,冒险,科幻",1968.0,"United Kingdom,United States",Stanley Kubrick,"Top cast72,Edit,Keir Dullea,Dr. Dave Bowman,Gary Lockwood",149.0,"When a mysterious artifact is uncovered on the Moon, a spacecraft manned by two humans and one supercomputer is sent to Jupiter to find its origins.",30.0,21.4,20.9,12.3,6.0,3.3,1.8,1.3,1.0,2.0,8.3,data/imdb_posters/150.jpg
151,Jagten,"心理剧情片,悲剧,戏剧",2012.0,"Denmark,Sweden,Belgium,France",Thomas Vinterberg,"Top cast39,Edit,Mads Mikkelsen,Lucas,Thomas Bo Larsen",115.0,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",16.1,28.8,34.0,14.0,3.7,1.4,0.7,0.3,0.3,0.7,8.3,data/imdb_posters/151.jpg
152,The Usual Suspects,"Caper,Whodunnit,心理剧情片,心理惊悚片,悬疑推理,盗窃,黑帮,惊悚片,戏剧,推理片",1995.0,"United States,Germany",Bryan Singer,"Top cast43,Edit,Kevin Spacey,Verbal,Gabriel Byrne",106.0,The sole survivor of a pier shoot-out tells the story of how a notorious criminal influenced the events that began with five criminals meeting in a seemingly random police lineup.,23.9,31.5,26.6,11.4,3.5,1.3,0.6,0.3,0.2,0.7,8.5,data/imdb_posters/152.jpg
153,Laapataa Ladies,"怪诞喜剧片,喜剧,戏剧",2023.0,India,Kiran Rao,"Top cast62,Edit,Nitanshi Goel,Phool Kumari,Pratibha Ranta",122.0,"The misadventures of two young brides who get lost from the same train. From mistaken identities to laugh-out-aloud escapades, the ensuing chaos guarantees laughter galore and heartwarming moments.",37.5,25.4,21.7,9.1,2.5,0.9,0.4,0.3,0.3,1.9,8.3,data/imdb_posters/153.jpg
154,Taare Zameen Par,"青春成长,家庭,戏剧",2007.0,India,Aamir Khan,"Top cast38,Edit,Darsheel Safary,Ishaan Nandkishore Awasthi,Aamir Khan",162.0,A young boy is thought to be nothing but a lazy troublemaker until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.,32.9,25.1,21.9,10.1,3.5,1.8,0.9,0.6,0.5,2.7,8.3,data/imdb_posters/154.jpg
155,Monty Python and the Holy Grail,"剑与魔法,喜剧小品,恶搞片,探索,讽刺,闹剧,冒险,喜剧,幻想",1975.0,United Kingdom,"Terry Gilliam,Terry Jones","Top cast48,Edit,Graham Chapman,King Arthur,John Cleese",91.0,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",23.2,24.1,26.4,14.5,5.5,2.5,1.2,0.8,0.6,1.3,8.2,data/imdb_posters/155.jpg
156,The Thing,"外星人入侵,心理恐怖片,怪物恐怖片,悬疑推理,悲剧,肉体恐怖片,超自然恐怖,恐怖,推理片,科幻",1982.0,"United States,Canada",John Carpenter,"Top cast21,Edit,Kurt Russell,MacReady,Wilford Brimley",109.0,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,21.8,22.0,29.6,16.2,5.8,2.2,0.9,0.5,0.3,0.8,8.2,data/imdb_posters/156.jpg
157,North by Northwest,"间谍,冒险,惊悚片,戏剧,推理片",1959.0,United States,Alfred Hitchcock,"Top cast99+,Edit,Cary Grant,Roger Thornhill,Eva Marie Saint",136.0,"A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt.",20.5,24.9,29.6,15.3,5.0,2.0,0.9,0.5,0.4,1.0,8.3,data/imdb_posters/157.jpg
158,Cidade de Deus,"Caper,青春成长,黑帮,戏剧,犯罪",2002.0,"Brazil,France","Fernando Meirelles,Kátia Lund","Top cast99+,Edit,Alexandre Rodrigues,Buscapé,Leandro Firmino",130.0,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.",27.1,32.0,24.7,9.4,2.9,1.2,0.6,0.4,0.3,1.3,8.6,data/imdb_posters/158.jpg
159,The Terminator,"人工智能,反乌托邦科幻,时空旅行,赛博朋克,都市冒险片,冒险,科幻,行动",1984.0,"United Kingdom,United States",James Cameron,"Top cast50,Edit,Arnold Schwarzenegger,Terminator,Linda Hamilton",107.0,A cyborg assassin from the future attempts to find and kill a young woman who is destined to give birth to a warrior that will lead a resistance to save humankind from extinction.,14.7,20.0,35.7,19.8,5.9,1.9,0.7,0.4,0.2,0.5,8.1,data/imdb_posters/159.jpg
160,The Matrix,"Gun Fu,人工智能,动作史诗,反乌托邦科幻,武术,科幻史诗,赛博朋克,科幻,行动",1999.0,"United States,Australia","Lana Wachowski,Lilly Wachowski","Top cast41,Edit,Keanu Reeves,Neo,Laurence Fishburne",136.0,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.",30.3,29.8,22.7,10.0,3.4,1.4,0.7,0.5,0.4,0.9,8.7,data/imdb_posters/160.jpg
161,Aliens,"外星人入侵,太空科幻,怪物恐怖片,悲剧,生存,赛博朋克,冒险,恐怖,惊悚片,科幻",1986.0,"United Kingdom,United States",James Cameron,"Top cast36,Edit,Sigourney Weaver,Ripley,Michael Biehn",137.0,"Decades after surviving the Nostromo incident, Ellen Ripley is sent out to re-establish contact with a terraforming colony but finds herself battling the Alien Queen and her offspring.",23.3,25.5,28.3,14.1,4.7,1.8,0.8,0.4,0.3,0.7,8.4,data/imdb_posters/161.jpg
162,No Country for Old Men,"当代西部片,心理惊悚片,连环杀手,惊悚片,戏剧,犯罪",2007.0,"Clip 0:59,No Country For Old Men: No Information,Clip 1:01,No Country For Old Men: Buenos Dias,Clip 1:08,No Country For Old Men: Call It,Clip 0:44,No Country For Old Men: 2 Million Dollars,Is 'No Country for Old Men' based on a book?,United States","Ethan Coen,Joel Coen","Top cast54,Edit,Tommy Lee Jones,Ed Tom Bell,Javier Bardem",122.0,Violence and mayhem ensue after a hunter stumbles upon the aftermath of a drug deal gone wrong and over two million dollars in cash near the Rio Grande.,18.2,25.7,29.7,15.1,5.5,2.3,1.1,0.7,0.5,1.2,8.2,data/imdb_posters/162.jpg
163,Alien,"外星人入侵,太空科幻,怪物恐怖片,悲剧,肉体恐怖片,赛博朋克,恐怖,科幻",1979.0,"United Kingdom,United States",Ridley Scott,"Top cast10,Edit,Sigourney Weaver,Ripley,Tom Skerritt",117.0,"After investigating a mysterious transmission of unknown origin, the crew of a commercial spacecraft encounters a deadly lifeform.",22.8,28.0,28.2,13.4,4.2,1.6,0.7,0.4,0.3,0.6,8.5,data/imdb_posters/163.jpg
164,C'era una volta il West,"冒险史诗,史诗,意大利式西部片,探索,时代剧,沙漠冒险片,西部史诗,戏剧,西部片",1968.0,"Italy,United States",Sergio Leone,"Top cast59,Edit,Henry Fonda,Frank,Charles Bronson",166.0,A mysterious stranger with a harmonica teams up with a notorious desperado to protect a beautiful widow and her land from a ruthless assassin in the employ of a railroad tycoon.,27.8,26.3,24.2,11.9,4.3,2.0,1.0,0.6,0.4,1.4,8.5,data/imdb_posters/164.jpg
165,Rashômon,"时代剧,戏剧,推理片,犯罪",1950.0,Japan,Akira Kurosawa,"Top cast8,Edit,Toshirô Mifune,Tajômaru,Machiko Kyô",88.0,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.",21.6,22.8,27.1,15.1,5.7,2.8,1.4,0.8,0.7,2.1,8.1,data/imdb_posters/165.jpg
166,WALL·E,"人工智能,冒险史诗,反乌托邦科幻,史诗,太空科幻,心理剧情片,电脑动画,科幻史诗,冒险,动画",2008.0,"United States,Japan",Andrew Stanton,"Top cast16,Edit,Ben Burtt,WALL·E,Elissa Knight",98.0,"A robot who is responsible for cleaning a waste-covered Earth meets another robot and falls in love with her. Together, they set out on a journey that will alter the fate of mankind.",24.6,27.2,26.9,12.9,4.3,1.7,0.8,0.5,0.3,0.9,8.4,data/imdb_posters/166.jpg
167,Toy Story 3,"心理剧情片,电脑动画,超自然奇幻,都市冒险片,冒险,动画,喜剧,家庭,幻想",2010.0,"United States,Australia",Lee Unkrich,"Top cast59,Edit,Tom Hanks,Woody,Tim Allen",103.0,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",21.2,23.3,28.7,16.3,5.7,2.1,0.9,0.5,0.4,0.9,8.3,data/imdb_posters/167.jpg
168,Some Like It Hot,"拍档喜剧,爱情喜剧,神经喜剧,讽刺,闹剧,喜剧,爱情片,音乐",1959.0,United States,Billy Wilder,"Top cast87,Edit,Marilyn Monroe,Sugar Kane Kowalczyk,Tony Curtis",121.0,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",21.9,22.1,28.5,16.1,5.8,2.4,1.0,0.6,0.5,1.1,8.2,data/imdb_posters/168.jpg
169,Ben-Hur,"冒险史诗,剑与凉鞋,史诗,时代剧,冒险,戏剧",1959.0,United States,William Wyler,"Top cast99+,Edit,Charlton Heston,Judah Ben-Hur,Jack Hawkins",212.0,"A Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, but it's not long before he regains his freedom and comes back for revenge.",21.0,20.7,29.4,16.4,6.2,2.7,1.1,0.7,0.6,1.2,8.1,data/imdb_posters/169.jpg
170,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"怪诞喜剧片,悲剧,政治剧情片,讽刺,闹剧,黑色喜剧,喜剧,战争",1964.0,"United Kingdom,United States",Stanley Kubrick,"Top cast34,Edit,Peter Sellers,Group Capt. Lionel Mandrake,George C. Scott",95.0,"A mentally unstable American general orders a hydrogen bomb attack on the Soviet Union, triggering a path to global nuclear holocaust that a war room full of politicians and generals frantically tries to stop.",27.3,24.5,23.6,12.7,5.1,2.4,1.1,0.7,0.5,2.0,8.3,data/imdb_posters/170.jpg
171,The Great Escape,"史诗,战争史诗,时代剧,监狱剧情片,冒险,惊悚片,戏剧,战争",1963.0,United States,John Sturges,"Top cast28,Edit,Steve McQueen,Hilts 'The Cooler King',James Garner",172.0,Allied officers in a German prisoner of war camp during World War II make a daring plan for a mass escape by hundreds of POWs hoping to draw German personnel and resources away from combat operations.,18.3,24.2,32.8,15.9,4.7,1.6,0.6,0.5,0.3,1.0,8.2,data/imdb_posters/171.jpg
172,GoodFellas,"文献纪录片,真实犯罪,黑帮,传记,戏剧,犯罪",1990.0,United States,Martin Scorsese,"Top cast99+,Edit,Robert De Niro,James Conway,Ray Liotta",145.0,"The story of Henry Hill and his life in the mafia, covering his relationship with his wife Karen and his mob partners Jimmy Conway and Tommy DeVito.",28.7,31.5,24.5,9.7,2.8,1.1,0.5,0.3,0.2,0.7,8.7,data/imdb_posters/172.jpg
173,Django Unchained,"单打独斗动作片,史诗,时代剧,西部史诗,黑色喜剧,西部片",2012.0,United States,Quentin Tarantino,"Top cast99+,Edit,Jamie Foxx,Django,Christoph Waltz",165.0,"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi.",21.6,31.9,28.4,11.4,3.4,1.3,0.6,0.4,0.3,0.7,8.5,data/imdb_posters/173.jpg
174,Avengers: Endgame,"太空科幻,悲剧,时空旅行,超级英雄,冒险,科幻,行动",2019.0,United States,"Anthony Russo,Joe Russo","Top cast99+,Edit,Robert Downey Jr.,Tony Stark,Chris Evans",181.0,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.",33.5,22.7,21.0,11.4,4.7,2.1,1.0,0.6,0.5,2.6,8.4,data/imdb_posters/174.jpg
175,Incendies,"悬疑推理,戏剧,战争,推理片",2010.0,"Canada,France",Denis Villeneuve,"Top cast83,Edit,Lubna Azabal,Nawal Marwan,Mélissa Désormeaux-Poulin",131.0,Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.,20.3,28.2,30.4,12.6,3.8,1.6,0.8,0.5,0.5,1.3,8.3,data/imdb_posters/175.jpg
176,Metropolis,"反乌托邦科幻,史诗,蒸汽朋克,科幻史诗,戏剧,科幻",1927.0,Germany,Fritz Lang,"Top cast33,Edit,Brigitte Helm,Maria,Alfred Abel",153.0,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.",23.9,22.6,25.9,13.7,5.6,3.0,1.5,1.0,0.7,2.2,8.3,data/imdb_posters/176.jpg
177,Chinatown,"心理剧情片,心理惊悚片,悲剧,时代剧,硬汉侦探,阴谋惊悚片,惊悚片,戏剧,推理片",1974.0,United States,Roman Polanski,"Top cast64,Edit,Jack Nicholson,J.J. Gittes,Faye Dunaway",130.0,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.",18.6,23.2,30.5,17.3,5.8,2.1,0.8,0.4,0.3,0.9,8.1,data/imdb_posters/177.jpg
178,Salinui chueok,"真实犯罪,警察办案,连环杀手,黑色喜剧,惊悚片,戏剧,推理片,犯罪",2003.0,South Korea,Bong Joon Ho,"Top cast83,Edit,Song Kang-ho,Detective Park Doo-man,Kim Sang-kyung",131.0,"In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.",17.1,24.5,33.2,16.2,4.8,1.8,0.7,0.4,0.3,0.9,8.1,data/imdb_posters/178.jpg
179,The Deer Hunter,"史诗,战争史诗,戏剧,战争",1978.0,"United States,United Kingdom",Michael Cimino,"Top cast58,Edit,Robert De Niro,Michael,Christopher Walken",183.0,The lives of a group of friends are forever changed by the Vietnam War.,18.3,23.7,29.9,16.0,6.0,2.6,1.2,0.8,0.5,1.1,8.1,data/imdb_posters/179.jpg
180,Rear Window,"心理惊悚片,悬疑推理,惊悚片,戏剧,推理片",1954.0,United States,Alfred Hitchcock,"Top cast44,Edit,James Stewart,L.B. Jefferies,Grace Kelly",112.0,A bored photographer recovering from a broken leg passes the time by watching his neighbors and begins to suspect one of them of murder.,23.4,27.8,27.8,13.0,4.1,1.6,0.7,0.4,0.3,0.9,8.5,data/imdb_posters/180.jpg
181,Citizen Kane,"史诗,悲剧,时代剧,戏剧,推理片",1941.0,United States,Orson Welles,"Top cast99+,Edit,Orson Welles,Kane,Joseph Cotten",119.0,"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance: 'Rosebud.'",27.7,21.2,23.2,13.6,6.0,3.1,1.6,1.0,0.8,1.9,8.2,data/imdb_posters/181.jpg
182,The Help,"时代剧,戏剧",2011.0,"United States,India",Tate Taylor,"Top cast72,Edit,Viola Davis,Aibileen Clark,Emma Stone",146.0,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis.",17.4,22.7,33.8,17.0,5.1,1.8,0.7,0.4,0.3,0.9,8.1,data/imdb_posters/182.jpg
183,The Grand Budapest Hotel,"怪诞喜剧片,喜剧,戏剧",2014.0,"United States,Germany",Wes Anderson,"Top cast99+,Edit,Ralph Fiennes,M. Gustave,F. Murray Abraham",99.0,"A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge.",16.2,25.7,31.9,16.1,5.6,2.1,0.9,0.5,0.4,0.7,8.1,data/imdb_posters/183.jpg
184,Casablanca,"心理剧情片,戏剧,战争,爱情片",1942.0,United States,Michael Curtiz,"Top cast99+,Edit,Humphrey Bogart,Rick Blaine,Ingrid Bergman",102.0,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,29.6,24.4,23.8,12.4,4.5,2.0,0.9,0.5,0.5,1.4,8.5,data/imdb_posters/184.jpg
185,Gone Girl,"Whodunnit,心理剧情片,心理惊悚片,悬疑推理,悲剧,情色惊悚片,惊悚片,戏剧,推理片",2014.0,United States,David Fincher,"Top cast99+,Edit,Ben Affleck,Nick Dunne,Rosamund Pike",149.0,The husband of a missing woman becomes the main suspect in her disappearance.,13.2,25.5,35.2,17.0,5.1,1.8,0.8,0.5,0.3,0.7,8.1,data/imdb_posters/185.jpg
186,On the Waterfront,"律政剧情片,律政惊悚,悲剧,惊悚片,戏剧,犯罪",1954.0,United States,Elia Kazan,"Top cast35,Edit,Marlon Brando,Terry Malloy,Karl Malden",108.0,"An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims.",19.1,21.8,30.7,16.4,5.9,2.3,1.1,0.6,0.5,1.7,8.1,data/imdb_posters/186.jpg
187,Amadeus,"古装剧,史诗,悲剧,时代剧,传记,戏剧,音乐",1984.0,"United States,France",Milos Forman,"Top cast99+,Edit,F. Murray Abraham,Antonio Salieri,Tom Hulce",160.0,"The life and work of Wolfgang Amadeus Mozart seen through the eyes of his contemporary and rival, Antonio Salieri.",22.9,25.2,28.4,14.3,4.7,1.9,0.9,0.5,0.3,0.9,8.4,data/imdb_posters/187.jpg
